tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
Root,Root,root,Root,Root,,,,,,,
k__Bacteria,Root,kingdom,k__Bacteria,Root,k__Bacteria,,,,,,
p__Proteobacteria,k__Bacteria,phylum,p__Proteobacteria,Root,k__Bacteria,p__Proteobacteria,,,,,
c__Gammaproteobacteria,p__Proteobacteria,class,c__Gammaproteobacteria,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,
p__Chlorobi,k__Bacteria,phylum,p__Chlorobi,Root,k__Bacteria,p__Chlorobi,,,,,
c__SJA-28,p__Chlorobi,class,c__SJA-28,Root,k__Bacteria,p__Chlorobi,c__SJA-28,,,,
p__Cyanobacteria,k__Bacteria,phylum,p__Cyanobacteria,Root,k__Bacteria,p__Cyanobacteria,,,,,
c__Melainabacteria,p__Cyanobacteria,class,c__Melainabacteria,Root,k__Bacteria,p__Cyanobacteria,c__Melainabacteria,,,,
o__Caenarcaniphilales,c__Melainabacteria,order,o__Caenarcaniphilales,Root,k__Bacteria,p__Cyanobacteria,c__Melainabacteria,o__Caenarcaniphilales,,,
p__Saccharibacteria,k__Bacteria,phylum,p__Saccharibacteria,Root,k__Bacteria,p__Saccharibacteria,,,,,
c__[Saccharimonia],p__Saccharibacteria,class,c__[Saccharimonia],Root,k__Bacteria,p__Saccharibacteria,c__[Saccharimonia],,,,
o__[Saccharimonales],c__[Saccharimonia],order,o__[Saccharimonales],Root,k__Bacteria,p__Saccharibacteria,c__[Saccharimonia],o__[Saccharimonales],,,
p__Aminicenantes,k__Bacteria,phylum,p__Aminicenantes,Root,k__Bacteria,p__Aminicenantes,,,,,
p__Acidobacteria,k__Bacteria,phylum,p__Acidobacteria,Root,k__Bacteria,p__Acidobacteria,,,,,
c__Acidobacteriia,p__Acidobacteria,class,c__Acidobacteriia,Root,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,,,,
p__Parcubacteria,k__Bacteria,phylum,p__Parcubacteria,Root,k__Bacteria,p__Parcubacteria,,,,,
p__Bacteroidetes,k__Bacteria,phylum,p__Bacteroidetes,Root,k__Bacteria,p__Bacteroidetes,,,,,
c__Bacteroidia,p__Bacteroidetes,class,c__Bacteroidia,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,,,,
o__Bacteroidales,c__Bacteroidia,order,o__Bacteroidales,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,,,
f__Porphyromonadaceae,o__Bacteroidales,family,f__Porphyromonadaceae,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,,
g__Paludibacter,f__Porphyromonadaceae,genus,g__Paludibacter,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Paludibacter,
p__Chloroflexi,k__Bacteria,phylum,p__Chloroflexi,Root,k__Bacteria,p__Chloroflexi,,,,,
c__Anaerolineae,p__Chloroflexi,class,c__Anaerolineae,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,,,,
o__O4D2Z37,c__Anaerolineae,order,o__O4D2Z37,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__O4D2Z37,,,
p__Actinobacteria,k__Bacteria,phylum,p__Actinobacteria,Root,k__Bacteria,p__Actinobacteria,,,,,
c__Actinobacteria,p__Actinobacteria,class,c__Actinobacteria,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,,,,
o__Pseudonocardiales,c__Actinobacteria,order,o__Pseudonocardiales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,,,
f__Pseudonocardiaceae,o__Pseudonocardiales,family,f__Pseudonocardiaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,,
g__Saccharomonospora,f__Pseudonocardiaceae,genus,g__Saccharomonospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Saccharomonospora,
p__Gracilibacteria,k__Bacteria,phylum,p__Gracilibacteria,Root,k__Bacteria,p__Gracilibacteria,,,,,
p__WS1,k__Bacteria,phylum,p__WS1,Root,k__Bacteria,p__WS1,,,,,
p__Planctomycetes,k__Bacteria,phylum,p__Planctomycetes,Root,k__Bacteria,p__Planctomycetes,,,,,
c__Phycisphaerae,p__Planctomycetes,class,c__Phycisphaerae,Root,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,,,,
o__MSBL9,c__Phycisphaerae,order,o__MSBL9,Root,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__MSBL9,,,
o__Anaerolineales,c__Anaerolineae,order,o__Anaerolineales,Root,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,,,
o__Propionibacteriales,c__Actinobacteria,order,o__Propionibacteriales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,,,
f__Propionibacteriaceae,o__Propionibacteriales,family,f__Propionibacteriaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,,
g__Propionibacterium,f__Propionibacteriaceae,genus,g__Propionibacterium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Propionibacterium,
p__Firmicutes,k__Bacteria,phylum,p__Firmicutes,Root,k__Bacteria,p__Firmicutes,,,,,
c__Clostridia,p__Firmicutes,class,c__Clostridia,Root,k__Bacteria,p__Firmicutes,c__Clostridia,,,,
o__Clostridiales,c__Clostridia,order,o__Clostridiales,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,,,
f__Clostridiaceae,o__Clostridiales,family,f__Clostridiaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,,
g__Clostridium,f__Clostridiaceae,genus,g__Clostridium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,
s__perfringens,g__Clostridium,species,s__perfringens,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__perfringens
f__Lachnospiraceae,o__Clostridiales,family,f__Lachnospiraceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,,
g__Dorea,f__Lachnospiraceae,genus,g__Dorea,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,
s__longicatena,g__Dorea,species,s__longicatena,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Dorea,s__longicatena
p__Thermodesulfobacteria,k__Bacteria,phylum,p__Thermodesulfobacteria,Root,k__Bacteria,p__Thermodesulfobacteria,,,,,
o__Corynebacteriales,c__Actinobacteria,order,o__Corynebacteriales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,,,
f__Corynebacteriaceae,o__Corynebacteriales,family,f__Corynebacteriaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,,
g__Corynebacterium,f__Corynebacteriaceae,genus,g__Corynebacterium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,
s__pseudotuberculosis,g__Corynebacterium,species,s__pseudotuberculosis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__pseudotuberculosis
o__Pasteurellales,c__Gammaproteobacteria,order,o__Pasteurellales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,,,
f__Pasteurellaceae,o__Pasteurellales,family,f__Pasteurellaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,,
g__Actinobacillus,f__Pasteurellaceae,genus,g__Actinobacillus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Actinobacillus,
p__[Epsilonae],k__Bacteria,phylum,p__[Epsilonae],Root,k__Bacteria,p__[Epsilonae],,,,,
c__Epsilonproteobacteria,p__[Epsilonae],class,c__Epsilonproteobacteria,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,,,,
o__Campylobacterales,c__Epsilonproteobacteria,order,o__Campylobacterales,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__Campylobacterales,,,
f__Campylobacteraceae,o__Campylobacterales,family,f__Campylobacteraceae,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,,
g__Campylobacter,f__Campylobacteraceae,genus,g__Campylobacter,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,
c__Bacilli,p__Firmicutes,class,c__Bacilli,Root,k__Bacteria,p__Firmicutes,c__Bacilli,,,,
o__Bacillales,c__Bacilli,order,o__Bacillales,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,,,
f__Bacillaceae,o__Bacillales,family,f__Bacillaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,,
g__Bacillus,f__Bacillaceae,genus,g__Bacillus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,
g__Haemophilus,f__Pasteurellaceae,genus,g__Haemophilus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,
p__Spirochaetes,k__Bacteria,phylum,p__Spirochaetes,Root,k__Bacteria,p__Spirochaetes,,,,,
c__Spirochaetia,p__Spirochaetes,class,c__Spirochaetia,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetia,,,,
o__Spirochaetales,c__Spirochaetia,order,o__Spirochaetales,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,,,
f__Spirochaetaceae,o__Spirochaetales,family,f__Spirochaetaceae,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,,
g__Treponema,f__Spirochaetaceae,genus,g__Treponema,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,
c__Alphaproteobacteria,p__Proteobacteria,class,c__Alphaproteobacteria,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,
o__Sphingomonadales,c__Alphaproteobacteria,order,o__Sphingomonadales,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,,,
f__Sphingomonadaceae,o__Sphingomonadales,family,f__Sphingomonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,,
g__Zymomonas,f__Sphingomonadaceae,genus,g__Zymomonas,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Zymomonas,
s__mobilis,g__Zymomonas,species,s__mobilis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Zymomonas,s__mobilis
f__Staphylococcaceae,o__Bacillales,family,f__Staphylococcaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,,
g__Staphylococcus,f__Staphylococcaceae,genus,g__Staphylococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,
s__aureus,g__Staphylococcus,species,s__aureus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__aureus
o__Enterobacteriales,c__Gammaproteobacteria,order,o__Enterobacteriales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,,,
f__Enterobacteriaceae,o__Enterobacteriales,family,f__Enterobacteriaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,,
g__Klebsiella,f__Enterobacteriaceae,genus,g__Klebsiella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Klebsiella,
o__Lactobacillales,c__Bacilli,order,o__Lactobacillales,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,,,
f__Streptococcaceae,o__Lactobacillales,family,f__Streptococcaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,,
g__Streptococcus,f__Streptococcaceae,genus,g__Streptococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
f__Veillonellaceae,o__Clostridiales,family,f__Veillonellaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,,
g__Veillonella,f__Veillonellaceae,genus,g__Veillonella,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Veillonella,
s__parvula,g__Veillonella,species,s__parvula,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Veillonella,s__parvula
g__Escherichia,f__Enterobacteriaceae,genus,g__Escherichia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Escherichia,
f__Enterococcaceae,o__Lactobacillales,family,f__Enterococcaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,,
g__Enterococcus,f__Enterococcaceae,genus,g__Enterococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,
s__faecalis,g__Enterococcus,species,s__faecalis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__faecalis
s__cereus_anthracis_thuringiensis_mycoides,g__Bacillus,species,s__cereus_anthracis_thuringiensis_mycoides,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__cereus_anthracis_thuringiensis_mycoides
g__Eubacterium,f__Lachnospiraceae,genus,g__Eubacterium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Eubacterium,
s__saburreum,g__Eubacterium,species,s__saburreum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Eubacterium,s__saburreum
o__Alteromonadales,c__Gammaproteobacteria,order,o__Alteromonadales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,,,
f__Alteromonadaceae,o__Alteromonadales,family,f__Alteromonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,,
g__Marinobacter,f__Alteromonadaceae,genus,g__Marinobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Marinobacter,
c__Betaproteobacteria,p__Proteobacteria,class,c__Betaproteobacteria,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,,,,
o__Burkholderiales,c__Betaproteobacteria,order,o__Burkholderiales,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,,,
f__Burkholderiaceae,o__Burkholderiales,family,f__Burkholderiaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,,
g__Burkholderia,f__Burkholderiaceae,genus,g__Burkholderia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,
s__efficiens,g__Corynebacterium,species,s__efficiens,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__efficiens
g__Ruminococcus,f__Lachnospiraceae,genus,g__Ruminococcus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Ruminococcus,
p__Synergistetes,k__Bacteria,phylum,p__Synergistetes,Root,k__Bacteria,p__Synergistetes,,,,,
o__Chromatiales,c__Gammaproteobacteria,order,o__Chromatiales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,,,
f__Chromatiaceae,o__Chromatiales,family,f__Chromatiaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,,
g__Nitrosococcus,f__Chromatiaceae,genus,g__Nitrosococcus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Nitrosococcus,
g__Aggregatibacter,f__Pasteurellaceae,genus,g__Aggregatibacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,
o__Vibrionales,c__Gammaproteobacteria,order,o__Vibrionales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,,,
f__Vibrionaceae,o__Vibrionales,family,f__Vibrionaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,,
g__Vibrio,f__Vibrionaceae,genus,g__Vibrio,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Vibrio,
o__Rhodospirillales,c__Alphaproteobacteria,order,o__Rhodospirillales,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,,,
f__Rhodospirillales,o__Rhodospirillales,family,f__Rhodospirillales,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillales,,
g__Azospirillum,f__Rhodospirillales,genus,g__Azospirillum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillales,g__Azospirillum,
c__Deltaproteobacteria,p__[Epsilonae],class,c__Deltaproteobacteria,Root,k__Bacteria,p__[Epsilonae],c__Deltaproteobacteria,,,,
o__Desulfurellales,c__Deltaproteobacteria,order,o__Desulfurellales,Root,k__Bacteria,p__[Epsilonae],c__Deltaproteobacteria,o__Desulfurellales,,,
f__Desulfurellaceae,o__Desulfurellales,family,f__Desulfurellaceae,Root,k__Bacteria,p__[Epsilonae],c__Deltaproteobacteria,o__Desulfurellales,f__Desulfurellaceae,,
g__Hippea,f__Desulfurellaceae,genus,g__Hippea,Root,k__Bacteria,p__[Epsilonae],c__Deltaproteobacteria,o__Desulfurellales,f__Desulfurellaceae,g__Hippea,
p__Thermotogae,k__Bacteria,phylum,p__Thermotogae,Root,k__Bacteria,p__Thermotogae,,,,,
c__Thermotogae,p__Thermotogae,class,c__Thermotogae,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,,,,
o__Thermotogales,c__Thermotogae,order,o__Thermotogales,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,,,
f__Thermotogaceae,o__Thermotogales,family,f__Thermotogaceae,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,,
g__Fervidobacterium,f__Thermotogaceae,genus,g__Fervidobacterium,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,g__Fervidobacterium,
g__Spirochaeta,f__Spirochaetaceae,genus,g__Spirochaeta,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Spirochaeta,
f__Comamonadaceae,o__Burkholderiales,family,f__Comamonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,
g__Comamonas,f__Comamonadaceae,genus,g__Comamonas,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Comamonas,
s__testosteroni,g__Comamonas,species,s__testosteroni,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Comamonas,s__testosteroni
o__Rhizobiales,c__Alphaproteobacteria,order,o__Rhizobiales,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,
f__Rhizobiaceae,o__Rhizobiales,family,f__Rhizobiaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,
g__Rhizobium,f__Rhizobiaceae,genus,g__Rhizobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,
s__leguminosarum,g__Rhizobium,species,s__leguminosarum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__leguminosarum
k__Archaea,Root,kingdom,k__Archaea,Root,k__Archaea,,,,,,
p__Crenarchaeota,k__Archaea,phylum,p__Crenarchaeota,Root,k__Archaea,p__Crenarchaeota,,,,,
c__Thaumarchaeota,p__Crenarchaeota,class,c__Thaumarchaeota,Root,k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,,,,
o__Cenarchaeales,c__Thaumarchaeota,order,o__Cenarchaeales,Root,k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,,,
f__Cenarchaeaceae,o__Cenarchaeales,family,f__Cenarchaeaceae,Root,k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,f__Cenarchaeaceae,,
f__Lactobacillaceae,o__Lactobacillales,family,f__Lactobacillaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,,
g__Lactobacillus,f__Lactobacillaceae,genus,g__Lactobacillus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,
s__helveticus,g__Lactobacillus,species,s__helveticus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__helveticus
o__Neisseriales,c__Betaproteobacteria,order,o__Neisseriales,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,,,
f__Neisseriaceae,o__Neisseriales,family,f__Neisseriaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,,
g__Neisseria,f__Neisseriaceae,genus,g__Neisseria,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,
s__meningitidis,g__Neisseria,species,s__meningitidis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__meningitidis
f__Methylobacteriaceae,o__Rhizobiales,family,f__Methylobacteriaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,,
g__Methylobacterium,f__Methylobacteriaceae,genus,g__Methylobacterium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,
o__Frankiales,c__Actinobacteria,order,o__Frankiales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,,,
f__Frankiaceae,o__Frankiales,family,f__Frankiaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,,
g__Frankia,f__Frankiaceae,genus,g__Frankia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Frankia,
g__Sinorhizobium_Ensifer,f__Rhizobiaceae,genus,g__Sinorhizobium_Ensifer,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Sinorhizobium_Ensifer,
c__Chloroflexi,p__Chloroflexi,class,c__Chloroflexi,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,,,,
f__Acetobacteraceae,o__Rhodospirillales,family,f__Acetobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,,
g__Gluconacetobacter,f__Acetobacteraceae,genus,g__Gluconacetobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Gluconacetobacter,
s__diazotrophicus,g__Gluconacetobacter,species,s__diazotrophicus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Gluconacetobacter,s__diazotrophicus
c__Flavobacteriia,p__Bacteroidetes,class,c__Flavobacteriia,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,,,,
o__Flavobacteriales,c__Flavobacteriia,order,o__Flavobacteriales,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,,,
f__Flavobacteriaceae,o__Flavobacteriales,family,f__Flavobacteriaceae,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,,
